Time,H_NoDerating,H_WithDerating
1.1500000000000001,0.9258417367670225,0.9258417367670225
1.16,0.9254681779184963,0.9254681779184963
1.17,0.9194247877303987,0.9194247877303987
1.18,0.9249389018029738,0.9249389018029738
1.19,0.9284985669664076,0.9284985669664076
1.2,0.9322537267016229,0.9322537267016229
1.21,0.9275067894276492,0.9275067894276492
1.22,0.9343207609823296,0.9343207609823296
1.23,0.9271115056683682,0.9271115056683682
1.24,0.9298457911373695,0.9298457911373695
1.25,0.9405980692664194,0.9405980692664194
1.26,0.935445387640766,0.935445387640766
1.27,0.9324138989927522,0.9324138989927522
1.28,0.9327121558181903,0.9327121558181903
1.29,0.9299947775476093,0.9299947775476093
1.3,0.9220414603922786,0.9220414603922786
1.31,0.9221842752663088,0.9221842752663088
1.32,0.9166727566976782,0.9166727566976782
1.33,0.9188407188508542,0.9188407188508542
1.34,0.9140435976796851,0.9140435976796851
1.35,0.9215932697047728,0.9215932697047728
1.36,0.9174770032430917,0.9174770032430917
1.37,0.9156666956620633,0.9156666956620633
1.3800000000000001,0.9195342817489116,0.9195342817489116
1.3900000000000001,0.9131799601667419,0.9131799601667419
1.4000000000000001,0.9141172598397626,0.9141172598397626
1.41,0.9204529736111747,0.9204529736111747
1.42,0.9122155574383686,0.9122155574383686
1.43,0.91293872673103,0.91293872673103
1.44,0.9140381407022722,0.9140381407022722
1.45,0.9177472550611587,0.9177472550611587
1.46,0.9113625015067683,0.9113625015067683
1.47,0.9045602184413469,0.9045602184413469
1.48,0.9069699262694314,0.9069699262694314
1.49,0.9082548496355973,0.9082548496355973
1.5,0.9093073138873267,0.9093073138873267
1.51,0.9108395549348115,0.9108395549348115
1.52,0.9072394313269191,0.9072394313269191
1.53,0.9082006998127241,0.9082006998127241
1.54,0.9094660621792175,0.9094660621792175
1.55,0.9056943050890857,0.9056943050890857
1.56,0.9148231776448095,0.9148231776448095
1.57,0.9169923422493684,0.9169923422493684
1.58,0.9108358247633552,0.9108358247633552
1.59,0.9139185928065243,0.9139185928065243
1.6,0.9088451844553878,0.9088451844553878
1.61,0.9125806074741,0.9125806074741
1.62,0.918173585369137,0.918173585369137
1.6300000000000001,0.9138701737773784,0.9138701737773784
1.6400000000000001,0.9184870544236,0.9184870544236
1.6500000000000001,0.9203509590582825,0.9203509590582825
1.6600000000000001,0.9242612598582549,0.9242612598582549
1.67,0.9335452247715247,0.9335452247715247
1.68,0.9321182841915103,0.9321182841915103
1.69,0.9281496033697229,0.9281496033697229
1.7,0.9235020312215952,0.9235020312215952
1.71,0.919222979796768,0.919222979796768
1.72,0.9186374712496975,0.9186374712496975
1.73,0.9201432311237807,0.9201432311237807
1.74,0.9213266851204308,0.9213266851204308
1.75,0.9252626013656109,0.9252626013656109
1.76,0.9251276108250004,0.9251276108250004
1.77,0.932195281210787,0.932195281210787
1.78,0.9306719970445972,0.9306719970445972
1.79,0.9440728428775453,0.9440728428775453
1.8,0.9470011796163703,0.9470011796163703
1.81,0.9425153918342889,0.9425153918342889
1.82,0.9369609293439833,0.9369609293439833
1.83,0.9391732914201992,0.9391732914201992
1.84,0.93785597749357,0.93785597749357
1.85,0.9412259799640305,0.9412259799640305
1.86,0.9433921680868982,0.9433921680868982
1.87,0.9428280235236138,0.9428280235236138
1.8800000000000001,0.9383940549332718,0.9383940549332718
1.8900000000000001,0.9306198188098425,0.9306198188098425
1.9000000000000001,0.9281872440495074,0.9281872440495074
1.9100000000000001,0.9322692380211247,0.9322692380211247
1.92,0.9331397067417757,0.9331397067417757
1.93,0.9267110128482158,0.9267110128482158
1.94,0.9273769174774716,0.9273769174774716
1.95,0.9291035043761158,0.9291035043761158
1.96,0.9244842171951101,0.9244842171951101
1.97,0.9250528427248377,0.9250528427248377
1.98,0.9251438863170677,0.9251438863170677
1.99,0.9192290348279145,0.9192290348279145
2.0,0.920817971629656,0.920817971629656
2.0100000000000002,0.9234218942614971,0.9234218942614971
2.02,0.9286371504773735,0.9286371504773735
2.0300000000000002,0.933706160737548,0.933706160737548
2.04,0.9266178138977625,0.9266178138977625
2.05,0.9217286886981869,0.9217286886981869
2.06,0.9241038650342303,0.9241038650342303
2.07,0.9264727947887913,0.9264727947887913
2.08,0.9288480332203215,0.9288480332203215
2.09,0.9479116906735952,0.9479116906735952
2.1,0.950566143227061,0.950566143227061
2.11,0.956043971427964,0.956043971427964
2.12,0.9606139802454301,0.9606139802454301
2.13,0.9636709365019591,0.9636709365019591
2.14,0.9618945902787573,0.9618945902787573
2.15,0.9654894363812236,0.9654894363812236
2.16,0.9614253103085357,0.9614253103085357
2.17,0.9600412172748357,0.9600412172748357
2.18,0.9574143995356902,0.9574143995356902
2.19,0.9576237702326218,0.9576237702326218
2.2,0.9689970630659893,0.9689970630659893
2.21,0.9594607371030306,0.9594607371030306
2.22,0.9626920380549031,0.9626920380549031
2.23,0.9544284586989549,0.9544284586989549
2.24,0.9518687993700077,0.9518687993700077
2.25,0.9571135523548445,0.9571135523548445
2.2600000000000002,0.9572349524503219,0.9572349524503219
2.27,0.9516462285606754,0.9516462285606754
2.2800000000000002,0.9478697100143756,0.9478697100143756
2.29,0.951067698759049,0.951067698759049
2.3000000000000003,0.9472158656004632,0.9472158656004632
2.31,0.9480981585483731,0.9480981585483731
2.32,0.9481260177478922,0.9481260177478922
2.33,0.944668016009863,0.944668016009863
2.34,0.9551877364564897,0.9551877364564897
2.35,0.9581573315680797,0.9581573315680797
2.36,0.9478316186347917,0.9478316186347917
2.37,0.9485638902086388,0.9485638902086388
2.38,0.9450549578847969,0.9450549578847969
2.39,0.949117124558778,0.949117124558778
2.4,0.9449545208666145,0.9449545208666145
2.41,0.9441808386592799,0.9441808386592799
2.42,0.9465057750541822,0.9465057750541822
2.43,0.9506345510250328,0.9506345510250328
2.44,0.9444330689897539,0.9444330689897539
2.45,0.9425605628105491,0.9425605628105491
2.46,0.9399858362547443,0.9399858362547443
2.47,0.9365191900918758,0.9365191900918758
2.48,0.9451464612932813,0.9451464612932813
2.49,0.946971369848086,0.946971369848086
2.5,0.9404669500764108,0.9404669500764108
2.5100000000000002,0.9448562598116846,0.9448562598116846
2.52,0.9552670407967478,0.9552670407967478
2.5300000000000002,0.9602293670995036,0.9602293670995036
2.54,0.9524325172697335,0.9524325172697335
2.5500000000000003,0.9498113469054023,0.9498113469054023
2.56,0.9559459026513354,0.9559459026513354
2.57,0.9522075553232415,0.9522075553232415
2.58,0.9542266524639726,0.9542266524639726
2.59,0.9578998227311193,0.9578998227311193
2.6,0.9530651703732289,0.9530651703732289
2.61,0.95256754359292,0.95256754359292
2.62,0.9361612068925745,0.9361612068925745
2.63,0.930839268685903,0.930839268685903
2.64,0.9293764279289373,0.9293764279289373
2.65,0.922937512019113,0.922937512019113
2.66,0.9308995685387712,0.9308995685387712
2.67,0.923548861648968,0.923548861648968
2.68,0.9211486392154831,0.9211486392154831
2.69,0.9216023421019135,0.9216023421019135
2.7,0.9286087085472441,0.9286087085472441
2.71,0.9212293977913469,0.9212293977913469
2.72,0.9268452165521217,0.9268452165521217
2.73,0.9266963818572197,0.9266963818572197
2.74,0.9215888386019799,0.9215888386019799
2.75,0.9236993559732963,0.9236993559732963
2.7600000000000002,0.9244946544511636,0.9244946544511636
2.77,0.9212935700653696,0.9212935700653696
2.7800000000000002,0.9214425804903197,0.9214425804903197
2.79,0.9193160125060109,0.9193160125060109
2.8000000000000003,0.9196835992322672,0.9196835992322672
2.81,0.9227942526048724,0.9227942526048724
2.82,0.9305243366855991,0.9305243366855991
2.83,0.9241352591914649,0.9241352591914649
2.84,0.9346004260647462,0.9346004260647462
2.85,0.9246399870671337,0.9246399870671337
2.86,0.9236810615919557,0.9236810615919557
2.87,0.9264226476243786,0.9264226476243786
2.88,0.9276276069630538,0.9276276069630538
2.89,0.9243141093639509,0.9243141093639509
2.9,0.9230734981121644,0.9230734981121644
2.91,0.9204084934388703,0.9204084934388703
2.92,0.9172616696541492,0.9172616696541492
2.93,0.9213096801392544,0.9213096801392544
2.94,0.9228947575690797,0.9228947575690797
2.95,0.9192302095927765,0.9192302095927765
2.96,0.9235282089699427,0.9235282089699427
2.97,0.9248647065743257,0.9248647065743257
2.98,0.9287290171685205,0.9287290171685205
2.99,0.9316771613781386,0.9316771613781386
3.0,0.7816771613781386,0.7816771613781386
3.0100000000000002,0.7708872112689179,0.7782762561771538
3.02,0.7758601473201505,0.7807281075043211
3.0300000000000002,0.7731511313805091,0.780714744420865
3.04,0.7834277803383933,0.7771568874766859
3.0500000000000003,0.7863987541500937,0.7755459242145164
3.06,0.7817219421178215,0.7804398084744524
3.0700000000000003,0.7874761056077019,0.7839073566544555
3.08,0.7980308936792452,0.7834123758626194
3.09,0.8023504233921949,0.7812610420796521
3.1,0.8030920869170793,0.7800103268078137
3.11,0.8015620465670065,0.7823861119349983
3.12,0.7908798397346718,0.7922480483134255
3.13,0.7783196659196748,0.7855771052494869
3.14,0.7874007746546755,0.7889354187193015
3.15,0.791141972825197,0.7914771462656229
3.16,0.7885195050967279,0.7863908744081938
3.17,0.7867775506786652,0.7824050658506332
3.18,0.7940287480128427,0.7810697789431225
3.19,0.7832737760449177,0.7788628497348575
3.2,0.7849030905876739,0.7754442269708377
3.21,0.7741808866320096,0.7760626630282973
3.22,0.7741305523430968,0.7729279471514416
3.23,0.7669201692869135,0.7734881968382298
3.24,0.7499393258719403,0.765850877966347
3.25,0.7402548836594159,0.7641836422077878
3.2600000000000002,0.740863959315396,0.7709604232925356
3.27,0.7469405555474161,0.7695607306427185
3.2800000000000002,0.7442503934683893,0.7639480838195294
3.29,0.7415652621084654,0.7619047906249287
3.3000000000000003,0.7422924477118463,0.7571686359071671
3.31,0.7449859128542581,0.76423233047218
3.3200000000000003,0.7413983113696895,0.7656408890826747
3.33,0.7457997512868006,0.7630347867232455
3.34,0.7455406761049048,0.7624977487271545
3.35,0.7440174370903931,0.7580326998078771
3.36,0.7417625388329826,0.7599226912641044
3.37,0.753773974910933,0.7641190453945305
3.38,0.7728057994860486,0.7596823075800903
3.39,0.7790290058532553,0.759999017608782
3.4,0.798427035185432,0.7553575261820062
3.41,0.7875298167636242,0.7517605629547861
3.42,0.7637908595205262,0.7485317878463823
3.43,0.7536995329049891,0.7486837567787633
3.44,0.7546170926627608,0.7574646109748427
3.45,0.7616213310446213,0.7539800926965308
3.46,0.7501371843311376,0.7558396885540632
3.47,0.7344348522609312,0.764396982383335
3.48,0.7437292534681441,0.7614511041228115
3.49,0.7240979081772353,0.7676204659936385
3.5,0.7204525097247091,0.7732095475535058
3.5100000000000002,0.7020082331367654,0.7696126724387369
3.52,0.6995606701339473,0.7692475754075606
3.5300000000000002,0.6925600154191549,0.7717618250692981
3.54,0.679383811125329,0.7704499276441916
3.5500000000000003,0.678086767442448,0.7724221218144853
3.56,0.6827029162233369,0.7661989113552959
3.5700000000000003,0.6648617745159807,0.7719872954647885
3.58,0.6656849146357766,0.7676448627820057
3.59,0.6786964343910018,0.76762323595347
3.6,0.6879894062316401,0.7673608283605206
3.61,0.7060968854804599,0.7755375325727366
3.62,0.7011072439956691,0.7797953873275084
3.63,0.7050610034915207,0.7860385451151701
3.64,0.6929117688857196,0.7888688024151623
3.65,0.7009960137542155,0.7794751049830467
3.66,0.6866634286275577,0.7686789440942462
3.67,0.6814693602831121,0.771666655373226
3.68,0.6939929308040724,0.7714371292753248
3.69,0.7077790862597854,0.7639366219842504
3.7,0.6882452618662338,0.7630588834897672
3.71,0.6895859163556268,0.7622954097492968
3.72,0.666411495355228,0.7612498095517328
3.73,0.6508668003501795,0.7639981722958831
3.74,0.652032782811148,0.7586987733642463
3.75,0.644394113637781,0.7528027057548016
3.7600000000000002,0.6412673226650493,0.7569784173573078
3.77,0.6289100622016939,0.758898649934897
3.7800000000000002,0.6211074860179695,0.7543342857735853
3.79,0.6175371824184239,0.7485580741614885
3.8000000000000003,0.609500689364952,0.7419686846985442
3.81,0.6266479406941159,0.7415450024584028
3.8200000000000003,0.6171506856141901,0.742014902012074
3.83,0.6135274051172818,0.7403100540144079
3.84,0.617169072117716,0.7434975925646444
3.85,0.6093640606416107,0.740018501361421
3.86,0.6041135436700943,0.7279088955377431
3.87,0.5864616330481087,0.7341432668749657
3.88,0.6004113101831215,0.7322980866771838
3.89,0.6036768798136792,0.7332543374499014
3.9,0.6319656878982316,0.7382522120070744
3.91,0.6281865119834239,0.7328745098040722
3.92,0.6096220487808481,0.7332918279834083
3.93,0.5995585413280051,0.7255805594354199
3.94,0.5905928124855798,0.7195728194173479
3.95,0.6049642288363055,0.7233810182020951
3.96,0.6023845024231393,0.7301807388965452
3.97,0.6006581854996156,0.7252743178899039
3.98,0.6133894262723122,0.7273688681083272
3.99,0.6005169647290476,0.7258171747179092
4.0,0.5892607821952001,0.7183031760630875
