AgingDegree,Xd_prime
0.0,0.15
0.010101010101010102,0.14999591878379756
0.020202020202020204,0.1499836751351903
0.030303030303030304,0.14996326905417814
0.04040404040404041,0.14993470054076113
0.05050505050505051,0.14989796959493928
0.06060606060606061,0.14985307621671257
0.07070707070707072,0.149800020406081
0.08080808080808081,0.14973880216304458
0.09090909090909091,0.1496694214876033
0.10101010101010102,0.14959187837975715
0.11111111111111112,0.14950617283950618
0.12121212121212122,0.1494123048668503
0.13131313131313133,0.1493102744617896
0.14141414141414144,0.14920008162432405
0.15151515151515152,0.14908172635445363
0.16161616161616163,0.14895520865217834
0.17171717171717174,0.14882052851749822
0.18181818181818182,0.14867768595041322
0.19191919191919193,0.14852668095092336
0.20202020202020204,0.14836751351902866
0.21212121212121213,0.1482001836547291
0.22222222222222224,0.14802469135802468
0.23232323232323235,0.1478410366289154
0.24242424242424243,0.14764921946740128
0.25252525252525254,0.1474492398734823
0.26262626262626265,0.14724109784715844
0.27272727272727276,0.14702479338842975
0.2828282828282829,0.14680032649729619
0.29292929292929293,0.14656769717375778
0.30303030303030304,0.1463269054178145
0.31313131313131315,0.14607795122946637
0.32323232323232326,0.1458208346087134
0.33333333333333337,0.14555555555555555
0.3434343434343435,0.14528211406999286
0.3535353535353536,0.1450005101520253
0.36363636363636365,0.14471074380165289
0.37373737373737376,0.14441281501887562
0.38383838383838387,0.1441067238036935
0.393939393939394,0.14379247015610652
0.4040404040404041,0.14347005407611468
0.4141414141414142,0.14313947556371798
0.42424242424242425,0.14280073461891643
0.43434343434343436,0.14245383124171002
0.4444444444444445,0.14209876543209876
0.4545454545454546,0.14173553719008264
0.4646464646464647,0.14136414651566165
0.4747474747474748,0.14098459340883582
0.48484848484848486,0.14059687786960515
0.494949494949495,0.14020099989796958
0.5050505050505051,0.13979695949392917
0.5151515151515152,0.13938475665748393
0.5252525252525253,0.1389643913886338
0.5353535353535354,0.13853586368737883
0.5454545454545455,0.138099173553719
0.5555555555555556,0.13765432098765432
0.5656565656565657,0.13720130598918476
0.5757575757575758,0.13674012855831036
0.5858585858585859,0.13627078869503112
0.595959595959596,0.13579328639934699
0.6060606060606061,0.13530762167125804
0.6161616161616162,0.1348137945107642
0.6262626262626263,0.1343118049178655
0.6363636363636365,0.13380165289256196
0.6464646464646465,0.13328333843485357
0.6565656565656566,0.1327568615447403
0.6666666666666667,0.1322222222222222
0.6767676767676768,0.13167942046729925
0.686868686868687,0.1311284562799714
0.696969696969697,0.13056932966023874
0.7070707070707072,0.1300020406081012
0.7171717171717172,0.1294265891235588
0.7272727272727273,0.12884297520661156
0.7373737373737375,0.12825119885725944
0.7474747474747475,0.12765126007550248
0.7575757575757577,0.12704315886134065
0.7676767676767677,0.126426895214774
0.7777777777777778,0.12580246913580245
0.787878787878788,0.12516988062442608
0.797979797979798,0.12452912968064483
0.8080808080808082,0.12388021630445872
0.8181818181818182,0.12322314049586776
0.8282828282828284,0.12255790225487194
0.8383838383838385,0.12188450158147127
0.8484848484848485,0.12120293847566574
0.8585858585858587,0.12051321293745534
0.8686868686868687,0.11981532496684011
0.8787878787878789,0.11910927456382
0.888888888888889,0.11839506172839506
0.8989898989898991,0.11767268646056522
0.9090909090909092,0.11694214876033057
0.9191919191919192,0.11620344862769104
0.9292929292929294,0.11545658606264665
0.9393939393939394,0.11470156106519741
0.9494949494949496,0.11393837363534332
0.9595959595959597,0.11316702377308437
0.9696969696969697,0.11238751147842055
0.9797979797979799,0.11159983675135189
0.98989898989899,0.11080399959187837
1.0,0.10999999999999999
