Frequency,ResponseNormal,ResponseDegraded
500.0,0.0014249409997581929,0.001186964732366076
503.0060120240481,0.0014310551221376924,0.0011912074781170654
506.0120240480962,0.0014372218026926494,0.0011954806090636108
509.0180360721443,0.0014434417202532402,0.0011997844521976994
512.0240480961924,0.0014497155653587456,0.0012041193392114534
515.0300601202405,0.0014560440405104048,0.001208485606581723
518.0360721442886,0.0014624278604308334,0.0012128835956565127
521.0420841683367,0.001468867752330204,0.00121731365274328
524.0480961923847,0.0014753644561793908,0.001221776129199162
527.0541082164328,0.0014819187249902972,0.0012262713815231728
530.060120240481,0.0014885313251035805,0.0012307997714504238
533.0661322645291,0.0014952030364840095,0.0012353616660484219
536.0721442885772,0.0015019346530236843,0.0012399574378154936
539.0781563126252,0.0015087269828533657,0.0012445874647813947
542.0841683366733,0.0015155808486621714,0.0012492521306101598
545.0901803607214,0.0015224970880258915,0.00125395182470525
548.0961923847696,0.0015294765537442084,0.0012586869423170596
551.1022044088177,0.0015365201141870892,0.0012634578846528446
554.1082164328657,0.001543628653650656,0.0012682650589891321
557.1142284569138,0.0015508030727228231,0.0012731088787866836
560.1202404809619,0.0015580442886590253,0.0012779897638080726
563.12625250501,0.001565353235768357,0.0012829081402379503
566.1322645290581,0.0015727308658104611,0.00128786444080607
569.1382765531062,0.0015801781484035145,0.0012928591049131445
572.1442885771543,0.0015876960714436786,0.0012978925787596129
575.1503006012024,0.0015952856415363816,0.0013029653154773924
578.1563126252505,0.0016029478844398338,0.001308077775264702
581.1623246492986,0.0016106838455211714,0.0013132304255240358
584.1683366733466,0.001618494590225654,0.0013184237410033748
587.1743486973947,0.001626381204559352,0.0013236582039407275
590.1803607214429,0.001634344795585773,0.001328934304212086
593.186372745491,0.0016423864919369033,0.001334252539482897
596.1923847695391,0.0016505074443391465,0.0013396134153631427
599.1983967935871,0.0016587088261546727,0.001345017445566133
602.2044088176352,0.0016669918339387029,0.0013504651520711126
605.2104208416833,0.001675357688013271,0.001355957065289788
608.2164328657315,0.001683807633058046,0.0013614937242368904
611.2224448897796,0.00169234293871879,0.001367075676704881
614.2284569138277,0.001700964900234081,0.0013727034794429247
617.2344689378757,0.0017096748390809317,0.0013783776983402449
620.2404809619238,0.0017184741036399744,0.0013840989086139949
623.2464929859719,0.0017273640698809009,0.0013898676950017661
626.2525050100201,0.0017363461420688805,0.0013956846519588729
629.2585170340681,0.0017454217534927032,0.0014015503838605524
632.2645290581163,0.0017545923672154344,0.0014074655052092187
635.2705410821643,0.0017638594768483791,0.0014134306408469198
638.2765531062124,0.0017732246073492233,0.0014194464261731575
641.2825651302605,0.0017826893158452081,0.0014255135073682147
644.2885771543085,0.0017922551924822766,0.0014316325416221644
647.2945891783568,0.0018019238613011372,0.0014378041973697262
650.3006012024048,0.001811696981141238,0.001444029154531138
653.3066132264529,0.001821576246573701,0.001450308104759238
656.312625250501,0.00183156338886429,0.0014566417516929239
659.3186372745491,0.0018416601769675406,0.0014630308112172014
662.3246492985973,0.0018518684185532379,0.0014694760117300075
665.3306613226453,0.0018621899610664595,0.0014759780944160231
668.3366733466934,0.001872626692822475,0.0014825378135276863
671.3426853707415,0.00188318054413783,0.0014891559366736228
674.3486973947896,0.0018938534884990193,0.0014958332451147356
677.3547094188377,0.0019046475437701981,0.0015025705340681729
680.3607214428857,0.0019155647734414624,0.001509368613019437
683.3667334669339,0.0019266072879192847,0.0015162283060428752
686.372745490982,0.0019377772458607574,0.0015231504521308241
689.3787575150301,0.001949076855553399,0.0015301359055316778
692.3847695390782,0.001960508376342318,0.0015371855360971594
695.3907815631262,0.001972074120106644,0.0015443002296390944
