RealUncomp,ImagUncomp,RealComp,ImagComp
-0.7963597273046579,0.6907058203449786,-0.39817986365232894,0.3453529101724893
-0.8183654870680883,0.7031039030891684,-0.40918274353404416,0.3515519515445842
-0.8407516684136638,0.7148011165718993,-0.4203758342068319,0.35740055828594963
-0.8634959563089726,0.7257858007563852,-0.4317479781544863,0.3628929003781926
-0.8865756787532054,0.7360470058705397,-0.4432878393766027,0.36802350293526986
-0.9099678293771003,0.7455745033219479,-0.45498391468855015,0.37278725166097393
-0.9336490903761911,0.7543587958939497,-0.4668245451880956,0.37717939794697486
-0.9575958557545018,0.7623911272126714,-0.4787979278772509,0.3811955636063357
-0.9817842548555173,0.7696634904755704,-0.4908921274277587,0.3848317452377852
-1.0061901761569734,0.7761686364327891,-0.5030950880784867,0.38808431821639455
-1.0307892913057448,0.7819000806133658,-0.5153946456528724,0.3909500403066829
-1.055557079368878,0.7868521097890959,-0.527778539684439,0.39342605489454796
-1.0804688512765912,0.7910197876696021,-0.5402344256382956,0.39550989383480106
-1.1054997744328734,0.7943989598229357,-0.5527498872164367,0.39719947991146787
-1.1306248974691593,0.7969862578168054,-0.5653124487345796,0.3984931289084027
-1.1558191751163933,0.7987791025763031,-0.5779095875581967,0.39938955128815157
-1.1810574931707007,0.7997757069547824,-0.5905287465853504,0.3998878534773912
-1.2063146935277707,0.7999750775153252,-0.6031573467638853,0.3999875387576626
-1.2315655992610022,0.7993770155210206,-0.6157827996305011,0.3996885077605103
-1.2567850397184128,0.797982117133071,-0.6283925198592064,0.3989910585665355
-1.2819478756132905,0.7957917728165256,-0.6409739378066452,0.3978958864082628
-1.3070290240835831,0.7928081659542338,-0.6535145120417916,0.3964040829771169
-1.3320034836950394,0.7890342706704022,-0.6660017418475197,0.3945171353352011
-1.3568463593631823,0.7844738488659233,-0.6784231796815912,0.39223692443296165
-1.381532887169272,0.7791314464684302,-0.690766443584636,0.3895657232342151
-1.4060384590455173,0.7730123889008175,-0.7030192295227586,0.38650619445040874
-1.430338647304933,0.7661227757727437,-0.7151693236524665,0.38306138788637184
-1.4544092289913904,0.7584694748004077,-0.7272046144956952,0.37923473740020386
-1.4782262100255859,0.75006011496066,-0.7391131050127929,0.37503005748033
-1.5017658491228607,0.740903078886273,-0.7508829245614304,0.3704515394431365
-1.5250046814590312,0.7310074945099494,-0.7625023407295156,0.3655037472549747
-1.5479195420606344,0.7203832259654014,-0.7739597710303172,0.3601916129827007
-1.5704875888962782,0.709040863754567,-0.7852437944481391,0.3545204318772835
-1.5926863256460748,0.6969917141907678,-0.7963431628230374,0.3484958570953839
-1.614493624126462,0.6842477881283294,-0.807246812063231,0.3421238940641647
-1.6358877463480563,0.670821788989902,-0.8179438731740282,0.335410894494951
-1.6568473661845557,0.6567271001034101,-0.8284236830922779,0.32836355005170503
-1.6773515906310847,0.6419777713612624,-0.8386757953155424,0.3209888856806312
-1.697379980630796,0.6265885052151124,-0.848689990315398,0.3132942526075562
-1.716912571448968,0.6105746420201348,-0.858456285724484,0.3052873210100674
-1.7359298925742843,0.5939521447434264,-0.8679649462871422,0.2969760723717132
-1.7544129871274654,0.576737583051773,-0.8772064935637327,0.2883687915258865
-1.772343430757897,0.5589481167946453,-0.8861717153789485,0.27947405839732264
-1.789703350009423,0.5406014788988871,-0.8948516750047115,0.27030073944944355
-1.8064754401369962,0.5217159576921494,-0.9032377200684981,0.2608579788460747
-1.822642982356424,0.5023103786726867,-0.911321491178212,0.25115518933634334
-1.8381898605100155,0.48240408574369165,-0.9190949302550078,0.24120204287184582
-1.8531005771315192,0.4620169219308709,-0.9265502885657596,0.23100846096543545
-1.867360268894334,0.44116920960248607,-0.933680134447167,0.22058460480124303
-1.8809547214275957,0.41988173021157477,-0.9404773607137978,0.20994086510578738
-1.8938703834853716,0.39817570358054644,-0.9469351917426858,0.19908785179027322
-1.9060943804548376,0.3760727667488024,-0.9530471902274188,0.1880363833744012
-1.9176145271899707,0.3535949524044633,-0.9588072635949854,0.17679747620223166
-1.9284193401579697,0.33076466692170736,-0.9642096700789848,0.16538233346085368
-1.9384980488862884,0.3076046680256088,-0.9692490244431442,0.1538023340128044
-1.9478406066988785,0.2841380421067429,-0.9739203033494392,0.14206902105337146
-1.9564377007309337,0.2603881812081693,-0.9782188503654669,0.13019409060408466
-1.9642807612121558,0.23637875970773603,-0.9821403806060779,0.11818937985386802
-1.9713619700092893,0.212133710718943,-0.9856809850046446,0.1060668553594715
-1.9776742684194055,0.1876772022338951,-0.9888371342097028,0.09383860111694756
-1.9832113642061715,0.16303361303212188,-0.9916056821030858,0.08151680651606094
-1.9879677378720884,0.13822750837927952,-0.9939838689360442,0.06911375418963976
-1.9919386481604457,0.11328361553996127,-0.9959693240802229,0.05664180776998064
-1.9951201367815101,0.08822679912902007,-0.9975600683907551,0.044113399564510034
-1.9975090323582345,0.06308203632598129,-0.9987545161791173,0.031541018162990646
-1.9991029535875549,0.03787439197724657,-0.9995514767937774,0.018937195988623284
-1.9999003116141258,0.012628993610909457,-0.9999501558070629,0.006314496805454728
-1.9999003116141258,-0.012628993610909614,-0.9999501558070629,-0.006314496805454807
-1.9991029535875549,-0.037874391977246374,-0.9995514767937774,-0.018937195988623187
-1.9975090323582345,-0.06308203632598108,-0.9987545161791173,-0.03154101816299054
-1.9951201367815103,-0.08822679912901987,-0.9975600683907552,-0.044113399564509936
-1.9919386481604457,-0.11328361553996143,-0.9959693240802229,-0.056641807769980713
-1.9879677378720884,-0.13822750837927972,-0.9939838689360442,-0.06911375418963986
-1.9832113642061717,-0.16303361303212172,-0.9916056821030859,-0.08151680651606086
-1.9776742684194055,-0.18767720223389492,-0.9888371342097028,-0.09383860111694746
-1.9713619700092895,-0.21213371071894283,-0.9856809850046447,-0.10606685535947141
-1.964280761212156,-0.23637875970773586,-0.982140380606078,-0.11818937985386793
-1.9564377007309337,-0.2603881812081695,-0.9782188503654669,-0.13019409060408474
-1.9478406066988787,-0.2841380421067427,-0.9739203033494394,-0.14206902105337135
-1.9384980488862886,-0.3076046680256086,-0.9692490244431443,-0.1538023340128043
-1.9284193401579697,-0.3307646669217072,-0.9642096700789848,-0.1653823334608536
-1.917614527189971,-0.35359495240446315,-0.9588072635949855,-0.17679747620223157
-1.9060943804548374,-0.3760727667488025,-0.9530471902274187,-0.18803638337440126
-1.8938703834853716,-0.39817570358054655,-0.9469351917426858,-0.19908785179027327
-1.8809547214275957,-0.4198817302115746,-0.9404773607137978,-0.2099408651057873
-1.867360268894334,-0.4411692096024859,-0.933680134447167,-0.22058460480124295
-1.8531005771315194,-0.4620169219308708,-0.9265502885657597,-0.2310084609654354
-1.8381898605100155,-0.4824040857436915,-0.9190949302550078,-0.24120204287184574
-1.8226429823564239,-0.5023103786726868,-0.9113214911782119,-0.2511551893363434
-1.8064754401369965,-0.5217159576921493,-0.9032377200684982,-0.26085797884607465
-1.789703350009423,-0.540601478898887,-0.8948516750047115,-0.2703007394494435
-1.7723434307578971,-0.5589481167946451,-0.8861717153789486,-0.27947405839732253
-1.7544129871274654,-0.576737583051773,-0.8772064935637327,-0.2883687915258865
-1.7359298925742839,-0.5939521447434266,-0.8679649462871419,-0.2969760723717133
-1.716912571448968,-0.6105746420201346,-0.858456285724484,-0.3052873210100673
-1.6973799806307963,-0.6265885052151123,-0.8486899903153982,-0.31329425260755617
-1.6773515906310845,-0.6419777713612626,-0.8386757953155423,-0.3209888856806313
-1.656847366184556,-0.6567271001034101,-0.828423683092278,-0.32836355005170503
-1.6358877463480563,-0.670821788989902,-0.8179438731740282,-0.335410894494951
-1.6144936241264622,-0.6842477881283293,-0.8072468120632311,-0.34212389406416466
-1.592686325646075,-0.6969917141907677,-0.7963431628230375,-0.34849585709538383
-1.570487588896278,-0.7090408637545671,-0.785243794448139,-0.35452043187728355
-1.5479195420606344,-0.7203832259654013,-0.7739597710303172,-0.36019161298270064
-1.525004681459031,-0.7310074945099494,-0.7625023407295155,-0.3655037472549747
-1.5017658491228612,-0.7409030788862729,-0.7508829245614306,-0.37045153944313647
-1.4782262100255859,-0.75006011496066,-0.7391131050127929,-0.37503005748033
-1.4544092289913904,-0.7584694748004077,-0.7272046144956952,-0.37923473740020386
-1.4303386473049333,-0.7661227757727436,-0.7151693236524667,-0.3830613878863718
-1.4060384590455173,-0.7730123889008176,-0.7030192295227586,-0.3865061944504088
-1.3815328871692723,-0.7791314464684302,-0.6907664435846361,-0.3895657232342151
-1.3568463593631823,-0.7844738488659233,-0.6784231796815912,-0.39223692443296165
-1.332003483695039,-0.7890342706704022,-0.6660017418475195,-0.3945171353352011
-1.3070290240835833,-0.7928081659542338,-0.6535145120417917,-0.3964040829771169
-1.2819478756132905,-0.7957917728165257,-0.6409739378066452,-0.39789588640826284
-1.256785039718413,-0.797982117133071,-0.6283925198592065,-0.3989910585665355
-1.2315655992610022,-0.7993770155210206,-0.6157827996305011,-0.3996885077605103
-1.2063146935277709,-0.7999750775153252,-0.6031573467638854,-0.3999875387576626
-1.181057493170701,-0.7997757069547824,-0.5905287465853505,-0.3998878534773912
-1.1558191751163933,-0.7987791025763031,-0.5779095875581967,-0.39938955128815157
-1.1306248974691595,-0.7969862578168054,-0.5653124487345798,-0.3984931289084027
-1.1054997744328736,-0.7943989598229357,-0.5527498872164368,-0.39719947991146787
-1.0804688512765916,-0.7910197876696021,-0.5402344256382958,-0.39550989383480106
-1.0555570793688782,-0.786852109789096,-0.5277785396844391,-0.393426054894548
-1.0307892913057446,-0.7819000806133658,-0.5153946456528723,-0.3909500403066829
-1.0061901761569736,-0.7761686364327891,-0.5030950880784868,-0.38808431821639455
-0.9817842548555175,-0.7696634904755704,-0.49089212742775873,-0.3848317452377852
-0.9575958557545021,-0.7623911272126715,-0.47879792787725106,-0.3811955636063358
-0.9336490903761911,-0.7543587958939497,-0.4668245451880956,-0.37717939794697486
-0.9099678293771001,-0.7455745033219479,-0.45498391468855004,-0.37278725166097393
-0.8865756787532055,-0.7360470058705397,-0.44328783937660277,-0.36802350293526986
-0.8634959563089725,-0.7257858007563851,-0.43174797815448623,-0.36289290037819255
-0.8407516684136641,-0.7148011165718995,-0.42037583420683206,-0.35740055828594974
-0.8183654870680883,-0.7031039030891684,-0.40918274353404416,-0.3515519515445842
-0.7963597273046578,-0.6907058203449786,-0.3981798636523289,-0.3453529101724893
-0.774756324943279,-0.6776192270178392,-0.3873781624716395,-0.3388096135089196
-0.7535768147252477,-0.6638571681085806,-0.37678840736262387,-0.3319285840542903
-0.7328423088469551,-0.6494333619368168,-0.36642115442347756,-0.3247166809684084
-0.7125734759147866,-0.6343621864662229,-0.3562867379573933,-0.31718109323311144
-0.6927905203422088,-0.6186586649722711,-0.3463952601711044,-0.30932933248613553
-0.6735131622095699,-0.6023384510667018,-0.33675658110478496,-0.3011692255333509
-0.6547606176066928,-0.5854178130936614,-0.3273803088033464,-0.2927089065468307
-0.6365515794778623,-0.5679136179130665,-0.31827578973893117,-0.28395680895653325
-0.6189041989882885,-0.5498433140873474,-0.30945209949414426,-0.2749216570436737
-0.601836067430633,-0.5312249144883453,-0.3009180337153165,-0.26561245724417265
-0.5853641986896234,-0.5120769783416859,-0.2926820993448117,-0.25603848917084293
-0.5695050122822459,-0.4924185927265432,-0.28475250614112296,-0.2462092963632716
-0.5542743169904119,-0.472269353549223,-0.2771371584952059,-0.2361346767746115
-0.539687295102419,-0.4516493460095345,-0.2698436475512095,-0.22582467300476725
-0.5257584872789196,-0.43057912457943126,-0.2628792436394598,-0.21528956228971563
-0.5125017780584704,-0.4090796925138614,-0.2562508890292352,-0.2045398462569307
-0.4999303820171248,-0.38717248091427087,-0.2499651910085624,-0.19358624045713543
-0.4880568305958558,-0.364879327365613,-0.2440284152979279,-0.1824396636828065
-0.47689295960894107,-0.34222245416816766,-0.23844647980447053,-0.17111122708408383
-0.46644989744576904,-0.31922444618587315,-0.23322494872288452,-0.15961222309293657
-0.45673805397781553,-0.2959082283332376,-0.22836902698890776,-0.1479541141666188
-0.44776711018185944,-0.27229704272329014,-0.22388355509092972,-0.13614852136164507
-0.43954600848977365,-0.2484144254993353,-0.21977300424488683,-0.12420721274966764
-0.4320829438745143,-0.22428418337361147,-0.21604147193725715,-0.11214209168680574
-0.4253853556811943,-0.19993036989624705,-0.21269267784059714,-0.09996518494812352
-0.419459920211381,-0.17537726147815316,-0.2097299601056905,-0.08768863073907658
-0.41431254406801554,-0.1506493331917741,-0.20715627203400777,-0.07532466659588705
-0.409948358267581,-0.12577123437380086,-0.2049741791337905,-0.06288561718690043
-0.40637171312539366,-0.10076776405417398,-0.20318585656269683,-0.05038388202708699
-0.4035861739191152,-0.07566384623587631,-0.2017930869595576,-0.037831923117938156
-0.4015945173348052,-0.050484505050138975,-0.2007972586674026,-0.025242252525069488
-0.4003987286990609,-0.025254839811848197,-0.20019936434953045,-0.012627419905924099
-0.3999999999999999,-1.9594348786357652e-16,-0.19999999999999996,-9.797174393178826e-17
