Eta,TempJunction,MechanicalDamage
0.7,62.05,0.3429999999999999
0.703030303030303,62.24132231404958,0.347473857027576
0.706060606060606,62.433471074380165,0.35198644850710964
0.709090909090909,62.62644628099173,0.3565379413974454
0.712121212121212,62.82024793388429,0.3611285026574282
0.7151515151515151,63.014876033057845,0.3657582992459025
0.7181818181818181,63.2103305785124,0.37042749812171294
0.7212121212121212,63.40661157024793,0.3751362662437042
0.7242424242424242,63.60371900826446,0.379884770570721
0.7272727272727272,63.801652892561975,0.38467317806160767
0.7303030303030302,64.0004132231405,0.3895016556752093
0.7333333333333333,64.19999999999999,0.39437037037037026
0.7363636363636363,64.40041322314049,0.39927948910593536
0.7393939393939394,64.60165289256199,0.40422917884074905
0.7424242424242424,64.80371900826447,0.40921960653365613
0.7454545454545454,65.00661157024793,0.414250939143501
0.7484848484848484,65.21033057851238,0.41932334362912865
0.7515151515151515,65.41487603305785,0.4244369869493836
0.7545454545454545,65.62024793388429,0.4295920360631104
0.7575757575757576,65.82644628099173,0.4347886579291538
0.7606060606060606,66.03347107438017,0.44002701950635836
0.7636363636363636,66.24132231404958,0.4453072877535686
0.7666666666666666,66.45,0.45062962962962955
0.7696969696969697,66.6595041322314,0.4559942120933856
0.7727272727272727,66.8698347107438,0.4614012021036814
0.7757575757575758,67.0809917355372,0.46685076661936165
0.7787878787878788,67.29297520661157,0.472343072599271
0.7818181818181817,67.50578512396693,0.4778782870022538
0.7848484848484848,67.7194214876033,0.4834565767871552
0.7878787878787878,67.93388429752066,0.4890781089128196
0.7909090909090909,68.14917355371901,0.49474305033809163
0.793939393939394,68.36528925619835,0.500451568021816
0.7969696969696969,68.58223140495866,0.506203828922837
0.7999999999999999,68.8,0.5119999999999999
0.803030303030303,69.01859504132231,0.5178402482121489
0.806060606060606,69.23801652892561,0.5237247405181289
0.8090909090909091,69.45826446280992,0.5296536438767844
0.8121212121212121,69.6793388429752,0.53562712524696
0.8151515151515152,69.90123966942149,0.5416453515875004
0.8181818181818181,70.12396694214875,0.5477084898572501
0.8212121212121212,70.34752066115702,0.553816707015054
0.8242424242424242,70.57190082644628,0.5599701700197568
0.8272727272727273,70.79710743801652,0.5661690458302029
0.8303030303030303,71.02314049586778,0.572413501405237
0.8333333333333333,71.25,0.5787037037037035
0.8363636363636363,71.47768595041322,0.5850398196844476
0.8393939393939394,71.70619834710743,0.5914220163063137
0.8424242424242424,71.93553719008264,0.5978504605281465
0.8454545454545455,72.16570247933885,0.6043253193087904
0.8484848484848484,72.39669421487602,0.61084675960709
0.8515151515151516,72.62851239669422,0.6174149483818906
0.8545454545454545,72.86115702479339,0.6240300525920359
0.8575757575757575,73.09462809917355,0.6306922391963714
0.8606060606060606,73.3289256198347,0.6374016751537412
0.8636363636363636,73.56404958677686,0.6441585274229903
0.8666666666666667,73.80000000000001,0.6509629629629631
0.8696969696969696,74.03677685950413,0.657815148732504
0.8727272727272727,74.27438016528924,0.6647152516904582
0.8757575757575757,74.51280991735537,0.6716634387956701
0.8787878787878788,74.75206611570248,0.6786598770069845
0.8818181818181818,74.99214876033058,0.6857047332832458
0.8848484848484848,75.23305785123966,0.6927981745832984
0.8878787878787878,75.47479338842975,0.6999403678659876
0.8909090909090909,75.71735537190082,0.7071314800901577
0.8939393939393939,75.96074380165288,0.7143716782146534
0.896969696969697,76.20495867768595,0.7216611291983193
0.9,76.45,0.7290000000000001
0.9030303030303031,76.69586776859504,0.7363884575785403
0.906060606060606,76.94256198347108,0.7438266688927845
0.9090909090909091,77.19008264462809,0.7513148009015777
0.9121212121212121,77.43842975206611,0.7588530205637644
0.9151515151515152,77.68760330578513,0.7664414948381891
0.9181818181818182,77.93760330578513,0.7740803906836965
0.9212121212121211,78.18842975206611,0.7817698750591311
0.9242424242424242,78.44008264462809,0.789510114923338
0.9272727272727272,78.69256198347108,0.7973012772351614
0.9303030303030303,78.94586776859504,0.8051435289534463
0.9333333333333333,79.2,0.8130370370370371
0.9363636363636363,79.45495867768594,0.8209819684447781
0.9393939393939394,79.7107438016529,0.8289784901355151
0.9424242424242424,79.96735537190082,0.8370267690680913
0.9454545454545454,80.22479338842976,0.8451269722013524
0.9484848484848485,80.48305785123966,0.8532792664941425
0.9515151515151514,80.74214876033056,0.8614838189053062
0.9545454545454546,81.00206611570249,0.8697407963936891
0.9575757575757575,81.26280991735537,0.8780503659181343
0.9606060606060606,81.52438016528924,0.8864126944374877
0.9636363636363636,81.78677685950413,0.8948279489105935
0.9666666666666667,82.05,0.9032962962962963
0.9696969696969697,82.31404958677686,0.9118179035534408
0.9727272727272727,82.5789256198347,0.9203929376408714
0.9757575757575758,82.84462809917356,0.9290215655174334
0.9787878787878788,83.11115702479339,0.9377039541419706
0.9818181818181818,83.37851239669422,0.9464402704733283
0.9848484848484849,83.64669421487604,0.955230681470351
0.9878787878787878,83.91570247933883,0.9640753540918828
0.990909090909091,84.18553719008264,0.9729744552967695
0.9939393939393939,84.45619834710743,0.9819281520438544
0.996969696969697,84.72768595041322,0.9909366112919832
1.0,85.0,1.0
