C_fail,H_star
1.0,0.2
1.183673469387755,0.20843113562178964
1.3673469387755102,0.215643616064017
1.5510204081632653,0.22194565210878522
1.7346938775510203,0.2275415479189845
1.9183673469387754,0.23257372420796887
2.1020408163265305,0.23714543450595046
2.2857142857142856,0.2413339286592234
2.4693877551020407,0.24519851237430573
2.6530612244897958,0.2487857076172478
2.836734693877551,0.2521326817510033
3.0204081632653064,0.2552695987826744
3.2040816326530615,0.2582212753618841
3.3877551020408165,0.26100837451229586
3.5714285714285716,0.2636482837906444
3.7551020408163267,0.266155772974918
3.938775510204082,0.26854349453971293
4.122448979591837,0.2708223699645289
4.3061224489795915,0.273001891768272
4.4897959183673475,0.2750903624120868
4.673469387755102,0.2770950852721807
4.857142857142858,0.2790225187780424
5.040816326530613,0.28087840192586755
5.224489795918368,0.2826678573184468
5.408163265306123,0.2843954763937798
5.591836734693878,0.2860653904138722
5.775510204081633,0.28768132997663054
5.959183673469388,0.2892466752078828
6.142857142857143,0.2907644983319125
6.326530612244898,0.2922375999684283
6.510204081632653,0.2936685402337109
6.6938775510204085,0.2950596655136759
6.877551020408164,0.29641313161208677
7.061224489795919,0.2977309238473549
7.244897959183674,0.2990148745682395
7.428571428571429,0.3002666784763057
7.612244897959184,0.3014879060766595
7.795918367346939,0.30268001552479745
7.979591836734694,0.30384436309373697
8.16326530612245,0.3049822124498678
8.346938775510203,0.30609474289660876
8.53061224489796,0.3071830567207065
8.714285714285715,0.3082481857558999
8.89795918367347,0.3092910972619204
9.081632653061225,0.3103126992027807
9.26530612244898,0.3113138449965361
9.448979591836736,0.3122953377987804
9.63265306122449,0.3132579343737465
9.816326530612246,0.31420234859975676
10.0,0.3151292546497023
