GridH,V_Iter1,V_Iter3,V_Iter5
0.1,-0.5,-0.5,-0.5
0.1090909090909091,-0.5018181818181818,-0.4237229928603526,-0.38559275375333885
0.1181818181818182,-0.5036363636363637,-0.39212802200588126,-0.33822509086006153
0.1272727272727273,-0.5054545454545455,-0.36788434818483673,-0.3019009024425443
0.13636363636363635,-0.5072727272727273,-0.3474459857207053,-0.2713012099860166
0.14545454545454545,-0.509090909090909,-0.32943942691551165,-0.24436575194351545
0.15454545454545454,-0.5109090909090909,-0.3131602534012345,-0.22003790076300878
0.16363636363636364,-0.5127272727272727,-0.2981900083561948,-0.19768997121197815
0.17272727272727273,-0.5145454545454545,-0.2842560440117625,-0.17691299163747848
0.18181818181818182,-0.5163636363636364,-0.2711689785810578,-0.15742288935919008
0.19090909090909092,-0.5181818181818182,-0.25879092433778905,-0.13901283278767537
0.2,-0.52,-0.2470177871865296,-0.1215266807797945
0.2090909090909091,-0.5218181818181818,-0.23576869636967346,-0.10484312719913828
0.2181818181818182,-0.5236363636363637,-0.22497933961906852,-0.0888657036434789
0.22727272727272727,-0.5254545454545454,-0.2145975727949297,-0.07351619390313842
0.23636363636363636,-0.5272727272727272,-0.20458042164960144,-0.058730136606633565
0.24545454545454545,-0.5290909090909091,-0.19489197144141046,-0.04445365964145459
0.2545454545454545,-0.5309090909090909,-0.1855018427572414,-0.030641193887928256
0.26363636363636367,-0.5327272727272727,-0.17638406601764373,-0.017253784976878895
0.2727272727272727,-0.5345454545454545,-0.16751623416254663,-0.004257822318200136
0.28181818181818186,-0.5363636363636364,-0.1588788538310233,0.008375934129498119
0.2909090909090909,-0.5381818181818182,-0.1504548409978788,0.020673110404008196
0.3,-0.54,-0.14222912360003365,0.03265631459994945
0.3090909090909091,-0.5418181818181819,-0.13418832465572966,0.0443456121899592
0.3181818181818182,-0.5436363636363637,-0.12632050680246898,0.05575890921778408
0.32727272727272727,-0.5454545454545454,-0.11861496430176305,0.066912264291157
0.33636363636363636,-0.5472727272727272,-0.1110620521564818,0.07782014490577306
0.34545454545454546,-0.5490909090909091,-0.10365304455451013,0.08849563977980503
0.3545454545454545,-0.5509090909090909,-0.0963800167123896,0.09895063608844039
0.36363636363636365,-0.5527272727272727,-0.0892357455580235,0.10919596843982415
0.3727272727272727,-0.5545454545454546,-0.08221362570632518,0.11924154491158656
0.38181818181818183,-0.5563636363636364,-0.07530759794454012,0.12909645432285924
0.3909090909090909,-0.5581818181818182,-0.06851208802352504,0.13876905804735706
0.4,-0.56,-0.06182195399586704,0.14826706900619935
0.40909090909090906,-0.5618181818181818,-0.05523244068594452,0.15759761996281868
0.4181818181818182,-0.5636363636363636,-0.04873914014578701,0.16676732283917065
0.42727272727272725,-0.5654545454545454,-0.04233795716211569,0.17578232045517353
0.4363636363636364,-0.5672727272727273,-0.036025079047663056,0.18464833184172855
0.44545454545454544,-0.5690909090909091,-0.029796949083793045,0.19337069207678978
0.4545454545454546,-0.5709090909090909,-0.0236502430890817,0.20195438743249314
0.4636363636363636,-0.5727272727272728,-0.01758184867557816,0.21040408649076497
