GridH,V_Iter1,V_Iter3,V_Iter5
0.47272727272727266,-0.5745454545454546,-0.011588846825285382,0.21872416777860074
0.4818181818181818,-0.5763636363636364,-0.0056684954773402185,0.22691874438729537
0.49090909090909085,-0.5781818181818181,0.00018178513598254842,0.2349916859684366
0.5,-0.5800000000000001,0.0059644256269407725,0.24294663844041098
0.509090909090909,-0.5818181818181818,0.011681719253465062,0.25078704169011495
0.5181818181818182,-0.5836363636363636,0.017335832546290564,0.25851614551365076
0.5272727272727272,-0.5854545454545454,0.02292881490174692,0.26613702400551287
0.5363636363636364,-0.5872727272727273,0.028462607260653083,0.27365258857693003
0.5454545454545454,-0.5890909090909091,0.03393904997753172,0.281065599759686
0.5545454545454546,-0.5909090909090909,0.0393598899705937,0.2883786779310972
0.5636363636363636,-0.5927272727272728,0.04472678723124379,0.29559431307827055
0.5727272727272728,-0.5945454545454546,0.05004132076186296,0.30271487370477773
0.5818181818181818,-0.5963636363636364,0.055304994002067676,0.3097426149700435
0.5909090909090909,-0.5981818181818181,0.06051923979629659,0.3166796861407257
0.6,-0.6,0.06568542494923812,0.323528137423857
0.609090909090909,-0.6018181818181818,0.07080485441014062,0.33028992624330994
0.6181818181818182,-0.6036363636363636,0.07587877512230268,0.3369669230140325
0.6272727272727272,-0.6054545454545455,0.08090837956991581,0.3435609164623118
0.6363636363636364,-0.6072727272727273,0.08589480905084601,0.3500736185349467
0.6454545454545454,-0.6090909090909091,0.09083915670079712,0.3565066689354932
0.6545454545454545,-0.610909090909091,0.09574247029156058,0.3628616393216383
0.6636363636363636,-0.6127272727272728,0.10060575482363865,0.36914003719413563
0.6727272727272727,-0.6145454545454545,0.1054299749314156,0.3753433095045614
0.6818181818181818,-0.6163636363636363,0.11021605711717908,0.381472846006347
0.6909090909090908,-0.6181818181818182,0.11496489182864589,0.3875299823710679
0.7,-0.62,0.11967733539318681,0.39351600308978
0.709090909090909,-0.6218181818181818,0.12435421182064743,0.399432144177252
0.7181818181818181,-0.6236363636363637,0.12899631448551718,0.4052795956952179
0.7272727272727272,-0.6254545454545455,0.13360440769816728,0.4110595041092344
0.7363636363636363,-0.6272727272727273,0.13817922817397255,0.4167729744923636
0.7454545454545454,-0.6290909090909091,0.14272148640831128,0.42242107258767353
0.7545454545454545,-0.6309090909090909,0.14723186796471244,0.428004826740457
0.7636363636363636,-0.6327272727272727,0.15171103468275937,0.43352522971008933
0.7727272727272727,-0.6345454545454545,0.15615962581177956,0.43898324037056186
0.7818181818181817,-0.6363636363636364,0.16057825907581647,0.44437978530793937
0.7909090909090909,-0.6381818181818182,0.16496753167490685,0.4497157603222775
0.7999999999999999,-0.64,0.16932802122726054,0.4549920318408906
0.8090909090909091,-0.6418181818181818,0.17366028665654765,0.46020943824928423
0.8181818181818181,-0.6436363636363637,0.17796486902815523,0.46536879114553853
0.8272727272727273,-0.6454545454545455,0.18224229233795342,0.47047087652345904
0.8363636363636363,-0.6472727272727272,0.18649306425682655,0.47551645588937186
0.8454545454545453,-0.649090909090909,0.19071767683396457,0.4805062673170625
0.8545454545454545,-0.6509090909090909,0.19491660716167303,0.48544102644498865
0.8636363636363635,-0.6527272727272727,0.19909031800424237,0.4903214274195866
0.8727272727272727,-0.6545454545454545,0.2032392583932261,0.49514814378818617
0.8818181818181817,-0.6563636363636364,0.20736386419129182,0.499921829344789
0.8909090909090909,-0.6581818181818182,0.21146455862665303,0.504643118931715
0.8999999999999999,-0.66,0.2155417527999327,0.509312629199899
0.9090909090909091,-0.6618181818181819,0.21959584616518035,0.5139309593304151
0.9181818181818181,-0.6636363636363636,0.22362722698663273,0.5184986917196184
0.9272727272727272,-0.6654545454545455,0.22763627277269893,0.5230163926301228
0.9363636363636363,-0.6672727272727272,0.23162335068854067,0.5274846128096705
0.9454545454545454,-0.6690909090909091,0.2355888179485256,0.5319038880798131
0.9545454545454545,-0.6709090909090909,0.23953302218974037,0.5362747398961808
0.9636363636363636,-0.6727272727272727,0.2434563018276682,0.5405976758819981
0.9727272727272727,-0.6745454545454546,0.24735898639506204,0.5448731903363946
0.9818181818181817,-0.6763636363636364,0.2512413968649734,0.5491017647189476
0.9909090909090909,-0.6781818181818182,0.2551038459588312,0.5532838681118003
1.0,-0.68,0.2589466384404111,0.5574199576606165
