Freq,Normal,Fault
255.2941176470588,1.12771313804344,1.2657930571789366
258.8235294117647,1.1317247611289079,1.2751605634132726
262.3529411764706,1.135819914215908,1.2847942935505516
265.88235294117646,1.140000062009904,1.294702871344236
269.4117647058823,1.1442667136212403,1.3048953251639297
272.94117647058823,1.1486214240234873,1.3153811105283697
276.47058823529414,1.1530657955725268,1.3261701341302514
280.0,1.1576014795891991,1.3372727794637478
283.52941176470586,1.1622301780084754,1.3486999341745154
287.05882352941177,1.1669536450982818,1.3604630192616654
290.5882352941177,1.1717736892512642,1.3725740202716508
294.11764705882354,1.1766921748529646,1.3850455206353207
297.6470588235294,1.1817110242300601,1.397890737311642
301.17647058823525,1.18683221968252,1.411123558914751
304.70588235294116,1.1920578056037396,1.4247585865152053
308.2352941176471,1.1973898906929368,1.4388111773215855
311.7647058823529,1.2028306502643276,1.4532974914649797
315.2941176470588,1.2083823286578497,1.468234542126417
318.8235294117647,1.2140472417564618,1.4836402492660539
322.3529411764706,1.219827779615331,1.4995334972328007
325.88235294117646,1.225726409208513,1.515934196554147
329.4117647058823,1.2317456772990445,1.5328633502281013
332.94117647058823,1.2378882134387028,1.5503431248623094
336.47058823529414,1.2441567331040315,1.568396927029403
340.0,1.2505540409756213,1.5870494852321662
343.52941176470586,1.2570830343680137,1.6063269378968539
347.05882352941177,1.2637467068180266,1.6262569278374264
350.5882352941177,1.2705481518397488,1.6468687036569194
354.11764705882354,1.2774905668549157,1.6681932285736492
357.6470588235294,1.284577257307887,1.6902632971782985
361.1764705882353,1.2918116409749816,1.713113660641471
364.70588235294116,1.299197252478477,1.7367811608978727
368.2352941176471,1.306737748016204,1.7613048743302027
371.7647058823529,1.3144369103182754,1.7867262654593776
375.29411764705884,1.322298653843187,1.8130893511133683
378.8235294117647,1.3303270302262196,1.840440875488584
382.3529411764706,1.3385262339938553,1.8688304964278193
385.88235294117646,1.3469006085586979,1.8983109831073444
389.4117647058823,1.3554546525102613,1.9289384251402266
392.94117647058823,1.3641930262178708,1.9607724528472446
396.4705882352941,1.3731205587628939,1.9938764681002785
400.0,1.3822422552185127,2.0283178846795735
403.52941176470586,1.3915633042963278,2.064168376472391
407.05882352941177,1.4010890863802046,2.1015041310339293
410.5882352941176,1.4108251819689637,2.1404061049779823
414.11764705882354,1.420777380550786,2.180960276296608
417.6470588235294,1.430951689933503,2.2232578869385495
421.1764705882353,1.4413543460563685,2.2673956666968023
424.70588235294116,1.4519918233103357,2.313476026529688
428.2352941176471,1.4628708453954375,2.3616072056963193
431.7647058823529,1.4739983967454466,2.41190335231373
435.29411764705884,1.4853817345516993,2.464484510876812
438.8235294117647,1.497028401419696,2.5194764826024043
442.35294117647055,1.5089462386939405,2.5770105147778968
445.88235294117646,1.5211434004883442,2.6372227631524505
449.4117647058823,1.5336283684614842,2.700253456272502
452.94117647058823,1.5464099673779954,2.7662456719370745
456.4705882352941,1.559497381499424,2.8353436130026393
460.0,1.5729001718499223,2.907690241998587
463.52941176470586,1.5866282944042656,2.9834241009565776
467.05882352941177,1.6006921192477,3.062675104373586
470.5882352941176,1.6151024507591853,3.1455590498233468
474.11764705882354,1.6298705488715168,3.2321705440380626
477.6470588235294,1.6450081514636254,3.3225739957977303
481.1764705882353,1.6605274979420208,3.4167922871026994
484.70588235294116,1.6764413540697127,3.5147927116388074
488.2352941176471,1.6927630381020358,3.6164697814400744
491.7647058823529,1.7095064482894367,3.721624574156834
495.2941176470588,1.7266860918073992,3.8299404598754685
498.8235294117647,1.7443171151730745,3.9409553543656943
502.35294117647055,1.762415336206736,4.0540311500258905
505.88235294117646,1.78099727759364,4.168321732372392
509.4117647058823,1.8000802020979918,4.282742037145991
512.9411764705883,1.8196821494752098,4.395941930406881
516.4705882352941,1.8398219751211278,4.506290194383727
520.0,1.860519390486826,4.611875315073588
523.5294117647059,1.881795005274769,4.7105306345146785
527.0588235294117,1.9036703714153538,4.7998911004791065
530.5882352941176,1.9261680288019998,4.87748659437987
534.1176470588235,1.9493115527366116,4.940872120670424
537.6470588235294,1.973125603004625,4.987788085821846
541.1764705882354,1.9976359744584937,5.016335577081547
544.7058823529412,2.0228696489389026,5.0251441665794925
548.2352941176471,2.048854848302385,5.0135061148965105
551.7647058823529,2.0756210882500534,4.9814532172223185
555.2941176470588,2.1031992325623574,4.9297614059499875
558.8235294117646,2.1316215472359312,4.859881594742489
562.3529411764705,2.160921753886992,4.773809190789423
565.8823529411765,2.1911350816270807,4.673915003702574
569.4117647058823,2.2222983164258854,4.562764275342345
572.9411764705883,2.2544498467464162,4.442948069201176
576.4705882352941,2.2876297039625055,4.316944251984445
580.0,2.3218795957391714,4.1870166476444615
583.5294117647059,2.357242930162539,4.0551531613200815
587.0588235294117,2.3937648279363333,3.9230382006199815
590.5882352941176,2.4314921194027126,3.7920518833943087
594.1176470588235,2.4704733224808093,3.6632878705629848
597.6470588235294,2.5107585968287967,3.5375824443269375
601.1764705882354,2.5523996686043096,3.415548935667113
604.7058823529412,2.5954497191005985,3.2976132497889235
608.2352941176471,2.639963229246836,3.184047723757462
611.7647058823529,2.685995770453028,3.0750017358095745
615.2941176470588,2.733603730524569,2.9705283466076313
618.8235294117646,2.7828439613395277,2.870606826877888
622.3529411764706,2.833773332646603,2.7751612748462398
625.8823529411765,2.8864481736808654,2.6840757132824344
629.4117647058823,2.9409235812954337,2.5972061332282013
632.9411764705882,2.997252569972899,2.5143899606848445
636.4705882352941,3.0554850354390513,2.4354533929590785
640.0,3.115666499718951,2.3602170026364595
643.5294117647059,3.177836601472385,2.288499951645435
647.0588235294117,3.24202729152069,2.2201231028740334
650.5882352941177,3.3082606899345914,2.1549112661926375
654.1176470588235,3.376546558341502,2.0926947712577824
657.6470588235294,3.446879339866428,2.0333105215726333
661.1764705882352,3.519234720216326,1.9766026526918257
664.7058823529412,3.5935656680193735,1.9224228915575459
668.2352941176471,3.669797922143791,1.8706306929798135
671.7647058823529,3.747824910227952,1.821093212454195
675.2941176470588,3.827502108307069,1.7736851611272946
678.8235294117646,3.9086408887771804,1.728288578139781
682.3529411764706,3.991001955669668,1.684792547257298
685.8823529411765,4.074288534771133,1.6430928781890164
689.4117647058823,4.158139573170605,1.6030917679206913
692.9411764705882,4.242123308356822,1.5646974534529567
696.4705882352941,4.325731688222175,1.5278238642940545
700.0,4.408376253227394,1.4923902807165363
703.5294117647059,4.489386217779786,1.4583210019962847
707.0588235294117,4.568009589858606,1.425545027488775
710.5882352941177,4.643418219073798,1.3939957523663755
714.1176470588235,4.714717630730779,1.363610679067142
717.6470588235294,4.780962352189444,1.334331144931344
721.1764705882352,4.841177138152651,1.3061020660812586
724.7058823529411,4.894384039250383,1.2788716972968435
728.2352941176471,4.939634646388524,1.2525914074270381
731.7647058823529,4.9760461321202625,1.2272154697321167
735.2941176470588,5.002838991128005,1.2027008664598946
738.8235294117646,5.019373779719367,1.179007106904852
742.3529411764706,5.025183806364276,1.156096058174279
745.8823529411765,5.020000748545908,1.133931787881729
749.4117647058823,5.003770625345957,1.1124804179994645
752.9411764705882,4.976658415266117,1.0917099891236766
756.4705882352941,4.9390407584985425,1.071590334435613
760.0,4.891487435281319,1.0520929626757765
